1,1,2013,0,6.8,61194
1,1,2013,1800,6.71,59674
1,1,2013,3600,6.62,57877
1,1,2013,5400,6.53,57755
1,1,2013,7200,6.44,57243
1,1,2013,9000,6.39,56660
1,1,2013,10800,6.34,54376
1,1,2013,12600,6.305,52640
1,1,2013,14400,6.27,50796
1,1,2013,16200,6.27,49860
1,1,2013,18000,6.27,49040
1,1,2013,19800,6.3,49021
1,1,2013,21600,6.33,48633
1,1,2013,23400,6.395,48923
1,1,2013,25200,6.46,48738
1,1,2013,27000,6.59,48709
1,1,2013,28800,6.72,48781
1,1,2013,30600,6.925,48390
1,1,2013,32400,7.13,48313
1,1,2013,34200,7.43,48959
1,1,2013,36000,7.73,50170
1,1,2013,37800,8.035,50935
1,1,2013,39600,8.34,52015
1,1,2013,41400,8.575,53132
1,1,2013,43200,8.81,54067
1,1,2013,45000,8.925,55605
1,1,2013,46800,9.04,56972
1,1,2013,48600,8.995,55593
1,1,2013,50400,8.95,54210
1,1,2013,52200,8.77,53733
1,1,2013,54000,8.59,52313
1,1,2013,55800,8.28,51810
1,1,2013,57600,7.97,51555
1,1,2013,59400,7.595,51792
1,1,2013,61200,7.22,52700
1,1,2013,63000,6.88,55491
1,1,2013,64800,6.54,58621
1,1,2013,66600,6.29,59848
1,1,2013,68400,6.04,61058
1,1,2013,70200,5.855,61771
1,1,2013,72000,5.67,61610
1,1,2013,73800,5.53,60854
1,1,2013,75600,5.39,59977
1,1,2013,77400,5.265,58752
1,1,2013,79200,5.14,57722
1,1,2013,81000,5.02,58616
1,1,2013,82800,4.9,61449
1,1,2013,84600,4.79,60291
2,1,2013,0,4.68,60074
2,1,2013,1800,4.585,58522
2,1,2013,3600,4.49,55985
2,1,2013,5400,4.41,56048
2,1,2013,7200,4.33,55736
2,1,2013,9000,4.23,55512
2,1,2013,10800,4.13,53626
2,1,2013,12600,4.02,52670
2,1,2013,14400,3.91,51940
2,1,2013,16200,3.805,52000
2,1,2013,18000,3.7,52467
2,1,2013,19800,3.64,54217
2,1,2013,21600,3.58,55817
2,1,2013,23400,3.61,58477
2,1,2013,25200,3.64,60786
2,1,2013,27000,3.785,63299
2,1,2013,28800,3.93,65500
2,1,2013,30600,4.26,66849
2,1,2013,32400,4.59,67682
2,1,2013,34200,5.09,68604
2,1,2013,36000,5.59,69360
2,1,2013,37800,6.155,69763
2,1,2013,39600,6.72,69823
2,1,2013,41400,7.18,70216
2,1,2013,43200,7.64,70726
2,1,2013,45000,7.87,70797
2,1,2013,46800,8.1,71065
2,1,2013,48600,8.115,69608
2,1,2013,50400,8.13,68981
2,1,2013,52200,8.005,68401
2,1,2013,54000,7.88,66745
2,1,2013,55800,7.715,65862
2,1,2013,57600,7.55,65314
2,1,2013,59400,7.365,65353
2,1,2013,61200,7.18,66221
2,1,2013,63000,7.01,68739
2,1,2013,64800,6.84,71924
2,1,2013,66600,6.73,73099
2,1,2013,68400,6.62,74504
2,1,2013,70200,6.56,73835
2,1,2013,72000,6.5,72250
2,1,2013,73800,6.325,70036
2,1,2013,75600,6.15,68012
2,1,2013,77400,6,66149
2,1,2013,79200,5.85,64478
2,1,2013,81000,5.67,65117
2,1,2013,82800,5.49,67437
2,1,2013,84600,5.32,66461
3,1,2013,0,5.15,66174
3,1,2013,1800,4.68,64040
3,1,2013,3600,4.21,61350
3,1,2013,5400,3.97,61134
3,1,2013,7200,3.73,60507
3,1,2013,9000,3.505,60143
3,1,2013,10800,3.28,58199
3,1,2013,12600,3.095,56984
3,1,2013,14400,2.91,55804
3,1,2013,16200,2.88,55715
3,1,2013,18000,2.85,55932
3,1,2013,19800,2.965,57573
3,1,2013,21600,3.08,59021
3,1,2013,23400,3.285,61942
3,1,2013,25200,3.49,64130
3,1,2013,27000,3.805,66737
3,1,2013,28800,4.12,68769
3,1,2013,30600,4.555,69855
3,1,2013,32400,4.99,70261
3,1,2013,34200,5.555,70978
3,1,2013,36000,6.12,71499
3,1,2013,37800,6.685,71941
3,1,2013,39600,7.25,71873
3,1,2013,41400,7.695,72385
3,1,2013,43200,8.14,72740
3,1,2013,45000,8.35,72510
3,1,2013,46800,8.56,72579
3,1,2013,48600,8.57,71543
3,1,2013,50400,8.58,70738
3,1,2013,52200,8.405,70367
3,1,2013,54000,8.23,68765
3,1,2013,55800,7.935,67796
3,1,2013,57600,7.64,67282
3,1,2013,59400,7.3,67177
3,1,2013,61200,6.96,67834
3,1,2013,63000,6.655,69866
3,1,2013,64800,6.35,72429
3,1,2013,66600,6.15,73380
3,1,2013,68400,5.95,74649
3,1,2013,70200,5.82,73766
3,1,2013,72000,5.69,71765
3,1,2013,73800,5.58,69455
3,1,2013,75600,5.47,67414
3,1,2013,77400,5.345,65306
3,1,2013,79200,5.22,63613
3,1,2013,81000,5.09,64051
3,1,2013,82800,4.96,66334
3,1,2013,84600,5.98,64946
4,1,2013,0,7,64948
4,1,2013,1800,6.945,63136
4,1,2013,3600,6.89,60196
4,1,2013,5400,6.825,59879
4,1,2013,7200,6.76,59062
4,1,2013,9000,6.685,58797
4,1,2013,10800,6.61,56809
4,1,2013,12600,6.56,55443
4,1,2013,14400,6.51,54476
4,1,2013,16200,6.48,54227
4,1,2013,18000,6.45,54507
4,1,2013,19800,6.48,56067
4,1,2013,21600,6.51,57502
4,1,2013,23400,6.6,60112
4,1,2013,25200,6.69,62345
4,1,2013,27000,6.86,64842
4,1,2013,28800,7.03,67186
4,1,2013,30600,7.33,68273
4,1,2013,32400,7.63,68785
4,1,2013,34200,8.04,69546
4,1,2013,36000,8.45,70304
4,1,2013,37800,8.905,70664
4,1,2013,39600,9.36,70618
4,1,2013,41400,9.75,71217
4,1,2013,43200,10.14,71688
4,1,2013,45000,10.365,71478
4,1,2013,46800,10.59,71860
4,1,2013,48600,10.64,70449
4,1,2013,50400,10.69,69654
4,1,2013,52200,10.55,69365
4,1,2013,54000,10.41,67739
4,1,2013,55800,10.11,66722
4,1,2013,57600,9.81,66019
4,1,2013,59400,9.42,65869
4,1,2013,61200,9.03,66271
4,1,2013,63000,8.675,68367
4,1,2013,64800,8.32,70700
4,1,2013,66600,8.095,71719
4,1,2013,68400,7.87,72462
4,1,2013,70200,7.725,71480
4,1,2013,72000,7.58,69629
4,1,2013,73800,7.49,67588
4,1,2013,75600,7.4,65632
4,1,2013,77400,7.315,63783
4,1,2013,79200,7.23,62355
4,1,2013,81000,7.14,62688
4,1,2013,82800,7.05,65201
4,1,2013,84600,6.97,64233
5,1,2013,0,6.89,64139
5,1,2013,1800,6.81,62023
5,1,2013,3600,6.73,59131
5,1,2013,5400,6.665,58611
5,1,2013,7200,6.6,57827
5,1,2013,9000,6.55,57278
5,1,2013,10800,6.5,55130
5,1,2013,12600,6.465,53711
5,1,2013,14400,6.43,52410
5,1,2013,16200,6.41,51685
5,1,2013,18000,6.39,51221
5,1,2013,19800,6.375,51929
5,1,2013,21600,6.36,52422
5,1,2013,23400,6.38,53614
5,1,2013,25200,6.4,54496
5,1,2013,27000,6.505,55749
5,1,2013,28800,6.61,57010
5,1,2013,30600,6.885,57934
5,1,2013,32400,7.16,58812
5,1,2013,34200,7.615,60317
5,1,2013,36000,8.07,61355
5,1,2013,37800,8.6,62224
5,1,2013,39600,9.13,62622
